2,4.9729,16.5812
3,0.0632,0.7485
4,0.0576,0.2008
5,0.0798,0.1211
6,0.1211,0.1041
7,0.1751,0.127
8,0.2463,0.125
9,0.3249,0.2129
10,0.4532,0.2194
11,0.5993,0.3159
12,0.7821,0.3978
13,1.0544,0.5805
14,1.3242,0.3843
15,1.6952,0.3451
16,2.1074,0.347
17,2.6697,0.762
18,3.4389,0.9344
19,4.0909,1.0917
20,4.6584,1.0593
21,5.8797,8.1842
22,6.7839,1.0868
23,8.0446,1.2362
24,9.0292,1.2446
25,17.9753,1.5542
26,12.4872,1.5882
27,21.964,23.3579
28,16.7101,2.09
29,25.9839,2.3636
30,23.1653,2.4587
31,19.9161,2.8084
32,18.0734,24.8872
33,23.1948,9.7877
34,20.4602,4.1085
35,19.604,27.39
36,23.7557,4.6013
37,33.1067,5.4928
38,33.3303,36.5395
39,32.8361,5.5977
40,39.7967,6.5758
41,47.3833,25.9179
42,55.6994,8.0748
43,52.9481,46.2099
44,62.9859,9.552
45,51.1819,41.2858
46,65.1375,11.4076
47,103.6364,47.7576
48,69.6549,12.5188
49,86.7636,31.8173
50,86.6407,47.2337
51,96.2299,16.4491
52,99.3767,42.8338
53,91.8194,51.4889
54,99.2715,18.2925
55,98.9554,33.6712
56,106.5425,47.7633
57,131.7201,45.499
58,142.9413,60.9459
59,167.9094,47.0358
60,141.9859,27.711
61,154.192,42.3081
62,162.1717,52.8388
63,147.2191,52.4323
64,199.8651,43.7298
65,226.4113,56.3612
66,208.4653,72.9679
67,199.8377,83.6054
68,222.2136,75.3439
69,219.442,86.9328
70,245.1249,82.8969
71,249.371,92.6681
72,269.8616,89.4834
73,302.1999,106.4704
74,311.1098,106.3759
75,313.7812,115.4439
76,343.5972,93.8669
77,382.8891,119.1807
78,366.2059,95.7818
79,407.2998,137.682
80,380.0912,169.4264
81,416.1728,123.706
82,450.6456,133.458
83,546.3113,173.3068
84,552.6593,136.1241
85,548.9558,162.3227
86,525.5557,174.6656
87,620.9765,147.3246
88,610.991,124.8442
89,595.3753,215.3274
90,631.8854,170.3451
, ,
2,3.2233,2.8303
3,2.1632,0.017
4,0.0108,1.6279
5,0.0149,0.0175
6,0.0362,0.0214
7,0.0356,0.0255
8,0.0396,0.0384
9,0.0502,0.0403
10,0.0441,0.0524
11,0.0508,0.062
12,0.0539,0.0723
13,0.1036,0.0755
14,0.0977,0.1024
15,0.1081,0.0842
16,0.1364,0.1003
17,0.1192,0.1793
18,0.1232,0.1332
19,0.1327,0.1493
20,0.1675,0.1968
21,0.2991,0.1966
22,0.2623,0.7547
23,0.2808,0.2397
24,0.3327,0.3856
25,0.3237,0.2921
26,0.3717,0.2888
27,0.3281,0.2847
28,0.4871,0.3296
29,0.4474,0.4403
30,0.4234,0.5659
31,0.7997,0.4599
32,6.7426,0.5233
33,0.562,0.5245
34,0.5015,0.9428
35,0.6758,0.9625
36,0.4313,0.6374
37,0.7235,1.0775
38,0.4928,1.1715
39,0.5483,0.8032
40,0.7138,1.456
41,0.9862,1.4715
42,0.7514,1.0395
43,0.6663,2.0125
44,0.767,1.5517
45,2.2235,1.6789
46,1.1563,1.3276
47,1.0284,1.7572
48,1.5577,1.5021
49,1.2137,1.6361
50,1.7291,3.67
51,1.8306,1.9918
52,1.2182,2.2327
53,2.01,2.9353
54,1.5018,2.7162
55,2.7553,3.7812
56,1.8074,4.6281
57,2.0518,5.6874
58,1.6691,5.3242
59,1.6968,6.822
60,2.1589,4.6542
61,1.9106,4.9905
62,2.3361,6.074
63,2.5514,4.8005
64,4.0533,6.4153
65,2.5977,6.3112
66,2.4936,8.0363
67,4.4378,9.6138
68,3.4416,9.2064
69,3.9282,7.7824
70,4.6505,11.6465
71,9.9193,9.4805
72,4.5381,8.7053
73,6.4807,25.5037
74,4.8456,11.7288
75,4.8537,16.5733
76,8.0226,8.8791
77,5.7705,12.1008
78,9.6385,24.0369
79,7.5234,9.9278
80,9.2617,14.9927
81,6.3552,23.5872
82,6.2826,12.0461
83,7.5215,20.14
84,6.2013,16.2202
85,10.3225,13.8426
86,9.3973,40.7582
87,9.5458,14.4505
88,13.8653,28.8533
89,12.9995,15.2385
90,11.3167,19.3938
91,18.2527,26.1737
